id,price
100179,5219060.97
100180,7913426.75
100181,5558089.24
100182,4412043.02
100183,17977456.62
100184,16134953.79
100185,4032136.41
100186,2753338.89
100187,11152596.41
100188,10168387.74
100189,5537510.62
100190,4076157.6
100191,6552547.73
100192,3079942.95
100193,4088345.9
100194,7097240.43
100195,1656228.81
100196,4329762.25
100197,2446002.56
100198,4975333.93
100199,12878325.75
100200,3474145.3
100201,4411197.72
100202,5110773.31
100203,4206788.6
100204,3068910.34
100205,2156679.1
100206,8354794.43
100207,2757522.76
100208,3118614.45
100209,7542124.39
100210,3607953.84
100211,1563534.19
100212,21085686.86
100213,3282307.92
100214,5965199.58
100215,5771993.86
100216,8220466.15
100217,4862976.5
100218,3247989.43
100219,7058439.44
100220,5505940.29
100221,2211477.32
100222,6404584.24
100223,2661830.85
100224,2300704.34
100225,9269555.11
100226,8933263.56
100227,4308323.48
100228,5817726.83
100229,1630171.58
100230,2075936.88
100231,7535118.75
100232,3492357.1
100233,3819875.88
100234,1379804.88
100235,1696036.91
100236,1481583.99
100237,3839926.82
100238,4255314.43
100239,4648575.03
100240,3659732.56
100241,3465052.32
100242,4539541.23
100243,1713902.5
100244,4366945.98
100245,2984808.98
100246,5367475.45
100247,3251317.07
100248,4410537.52
100249,3211702.07
100250,2821478.57
100251,6190461.21
100252,5089802.89
100253,1937255.69
100254,1909540.71
100255,3803383.26
100256,14968554.46
100257,7536236.46
100258,5957788.84
100259,4194406.36
100260,13775803.37
100261,7662345.6
100262,5539335.32
100263,3065074.37
100264,3387794.27
100265,4053951.7
100266,7578162.44
100267,5065573.29
100268,1749334.87
100269,4483513.02
100270,2826382.35
100271,1728904.14
100272,1544007.0
100273,7332546.9
100274,7204365.66
100275,8101061.79
100276,4799529.5
100277,4338450.27
100278,5935844.07
100279,2539061.97
100280,7570459.21
100281,1663813.96
100282,8623475.35
100283,5026794.75
100284,2156239.44
100285,2357239.52
100286,6371116.12
100287,5503056.24
100288,6278180.9
100289,899390.55
100290,3820059.57
100291,1019810.9
100292,2098637.71
100293,11809043.0
100294,4369603.19
100295,3716156.31
100296,2206641.27
100297,2636758.64
100298,1778239.71
100299,4920988.12
100300,1822596.68
100301,3120268.38
100302,9407563.59
100303,4252538.02
100304,3482117.38
100305,3906266.7
100306,6378995.04
100307,2390018.59
100308,1543646.78
100309,3233218.84
100310,1985988.55
100311,3668290.62
100312,5902307.31
100313,2584725.02
100314,9215783.0
100315,2640287.51
100316,4285833.98
100317,4941274.09
100318,2204974.52
100319,3303706.48
100320,5538073.15
100321,7715452.21
100322,5467367.81
100323,4117272.85
100324,3169323.13
100325,6405559.63
100326,2265122.45
100327,6745734.65
100328,2319284.57
100329,1526734.54
100330,1518387.84
100331,4394760.69
100332,3680880.76
100333,11936305.78
100334,2066463.34
100335,8698080.11
100336,3918993.34
100337,4795844.74
100338,5556289.05
100339,2051068.92
100340,3678057.39
100341,2342469.89
100342,17618026.96
100343,5466694.51
100344,2251356.21
100345,8316554.81
100346,3989831.53
100347,3377490.33
100348,10424214.52
100349,15524810.21
100350,6677540.77
100351,3685639.9
100352,5813368.45
100353,3566617.39
100354,2755504.48
100355,12081763.25
100356,1649371.43
100357,2287049.76
100358,2223593.52
100359,1339416.91
100360,5571090.03
100361,10652606.62
100362,1537733.52
100363,4484122.48
100364,2452939.26
100365,6810649.06
100366,7099413.35
100367,1325964.52
100368,3511970.99
100369,9921189.31
100370,2934603.51
100371,4316500.09
100372,3528311.27
100373,2434279.39
100374,5781489.55
100375,2941337.04
100376,14011374.11
100377,4488850.12
100378,8635249.01
100379,4227245.14
100380,5441612.07
100381,9267979.06
100382,6786002.47
100383,855550.52
100384,1968802.8
100385,4256256.57
100386,6118869.23
100387,7284707.15
100388,5314259.54
100389,6351945.38
100390,1988502.77
100391,3110700.55
100392,4907580.14
100393,3940415.87
100394,1801875.28
100395,3485042.89
100396,1048092.62
100397,4746257.95
100398,1296517.35
100399,6331843.8
100400,2558314.12
100401,3501724.0
100402,9822423.39
100403,8039337.56
100404,2329624.33
100405,5245331.09
100406,3234342.66
100407,1851637.12
100408,5496714.55
100409,1625631.48
100410,6973626.55
100411,1619174.9
100412,7510087.3
100413,5983576.83
100414,4287443.54
100415,3299375.08
100416,5398960.19
100417,16686576.66
100418,4061699.22
100419,2189955.61
100420,1048140.57
100421,3776552.93
100422,6687631.12
100423,3146925.87
100424,1972149.09
100425,2208316.66
100426,2323472.82
100427,2851278.67
100428,2926024.02
100429,3597815.42
100430,9202117.69
100431,1835655.07
100432,4464724.11
100433,8107337.96
100434,3667068.07
100435,3174476.65
100436,5243763.93
100437,799017.16
100438,1898088.67
100439,2719726.73
100440,4758683.91
100441,3398303.62
100442,3751048.38
100443,2012278.21
100444,22088805.25
100445,10284225.68
100446,1382144.56
100447,4027309.56
100448,1258227.11
100449,5184393.88
100450,5942798.28
100451,1970793.81
100452,2413204.35
100453,6426252.8
100454,5118337.84
100455,3817919.12
100456,3115915.18
100457,3142274.52
100458,1700182.2
100459,5241497.35
100460,4275610.28
100461,4684128.64
100462,9489528.59
100463,5127481.34
100464,4004249.14
100465,2121259.93
100466,1482303.08
100467,2507699.62
100468,3351873.44
100469,5294961.66
100470,5933913.94
100471,3185722.24
100472,2560401.96
100473,1763090.88
100474,3141855.52
100475,5074717.38
100476,3656974.26
100477,3229376.01
100478,17786690.38
100479,7787422.28
100480,3730482.29
100481,1516085.6
100482,10069863.78
100483,2417633.06
100484,3764779.66
100485,2055492.67
100486,2043523.38
100487,1875978.3
100488,3333991.82
100489,4130864.93
100490,3686177.02
100491,4258828.34
100492,5221401.95
100493,2820490.82
100494,7374468.3
100495,11006909.36
100496,6781742.95
100497,4359267.14
100498,5316387.74
100499,804259.03
100500,4080394.68
100501,2001499.03
100502,3411461.83
100503,2566043.2
100504,1676133.36
100505,3330900.45
100506,2177086.38
100507,2769818.98
100508,3784194.13
100509,6858362.46
100510,11254843.1
100511,2478803.18
100512,6634593.25
100513,1601200.92
100514,6196993.42
100515,6424737.03
100516,2060117.79
100517,5577640.24
100518,13257237.41
100519,2169926.46
100520,1483019.71
100521,3258069.65
100522,5647070.57
100523,3346417.29
100524,4179337.6
100525,1260192.85
100526,3662353.12
100527,7684910.84
100528,3192390.06
100529,5668014.55
100530,4504773.38
100531,7905872.6
100532,2333277.66
100533,4417653.75
100534,9507820.6
100535,10587896.11
100536,3362403.45
100537,2857223.73
100538,3744673.65
100539,2375153.04
100540,3086351.16
100541,5589159.86
100542,1511588.44
100543,3193949.56
100544,1366722.86
100545,3010503.57
100546,1365303.01
100547,4548418.32
100548,4840598.59
100549,3844550.69
100550,4794336.25
100551,3177012.14
100552,5363144.48
100553,5491223.36
100554,1926226.19
100555,11356048.92
100556,9489567.91
100557,1676960.95
100558,3411001.24
100559,6965070.13
100560,1306922.48
100561,1666197.94
100562,7873562.15
100563,3892551.76
100564,729718.46
100565,14169207.64
100566,2178459.77
100567,2164058.08
100568,2432238.2
100569,4645989.12
100570,8252851.18
100571,1068042.96
100572,4981634.73
100573,1150892.95
100574,8223004.22
100575,4602796.9
100576,1440845.78
100577,2188400.15
100578,3482827.15
100579,2263472.11
100580,1815740.37
100581,10802307.48
100582,3457526.13
100583,8103220.02
100584,4062860.54
100585,3967652.04
100586,3643709.63
100587,2881700.52
100588,7229352.93
100589,2014583.54
100590,6083805.55
100591,7765318.82
100592,3922289.66
100593,6099231.21
100594,3800635.17
100595,2299942.79
100596,4134846.87
100597,1380325.05
100598,6229343.82
100599,3376195.12
100600,3085282.39
100601,2702225.17
100602,5304130.17
100603,2530240.2
100604,2289360.55
100605,2862075.88
100606,2814697.72
100607,2679582.12
100608,2756477.36
100609,3264262.86
100610,3453439.8
100611,7730362.34
100612,1772465.26
100613,2648736.76
100614,4395424.93
100615,3619438.18
100616,1929909.82
100617,1896777.02
100618,9937699.63
100619,4143406.26
100620,1970148.65
100621,4764957.89
100622,5895329.5
100623,1280073.96
100624,2420443.51
100625,6575094.48
100626,6551053.43
100627,5887591.78
100628,2382172.27
100629,3424870.9
100630,2716444.29
100631,2194361.84
100632,1427595.54
100633,1442172.94
100634,3006571.14
100635,4109511.45
100636,9267406.1
100637,2616843.71
100638,12583682.95
100639,8752260.93
100640,3181535.69
100641,3289373.49
100642,1283193.89
100643,2134365.58
100644,3849388.49
100645,1981021.52
100646,2601885.49
100647,3970581.92
100648,4412224.72
100649,18806554.94
100650,3699292.39
100651,1040729.49
100652,4184055.39
100653,3133826.59
100654,2777909.7
100655,4041763.67
100656,11865915.71
100657,7421473.76
100658,5028174.17
100659,10155644.33
100660,2064863.11
100661,5549533.54
100662,4248953.13
100663,2468685.08
100664,2443564.74
100665,4251542.32
100666,6511696.89
100667,3901581.84
100668,8727092.97
100669,7134823.02
100670,4147776.0
100671,9901941.9
100672,3560202.01
100673,3034857.57
100674,2174850.4
100675,2420360.32
100676,4954961.76
100677,5001357.28
100678,3646076.81
100679,2789136.78
100680,5176127.55
100681,3226808.4
100682,11786843.29
100683,10562318.26
100684,1862322.82
100685,2993063.94
100686,1434368.37
100687,2168835.79
100688,5177212.29
100689,4857004.4
100690,4010322.24
100691,9879580.69
100692,4193816.31
100693,4201184.39
100694,4488025.78
100695,2879948.12
100696,13951695.02
100697,6246950.22
100698,6927966.33
100699,3326253.46
100700,22632200.41
100701,1578303.61
100702,8044791.19
100703,4000114.52
100704,4146636.5
100705,7328402.4
100706,2047776.6
100707,7894927.13
100708,4661402.01
100709,2198523.38
100710,4328295.02
100711,5143121.29
100712,12351158.82
100713,5318045.19
100714,9257458.27
100715,2591641.49
100716,7472202.64
100717,4504363.77
100718,6778619.08
100719,8401594.72
100720,3425607.87
100721,5677809.52
100722,2678746.28
100723,8714015.47
100724,1493560.55
100725,3369721.7
100726,3077485.7
100727,4126113.43
100728,19485235.4
100729,2123557.44
100730,1941137.77
100731,3547761.53
100732,3177012.12
100733,4078193.85
100734,4003166.27
100735,1344680.02
100736,14453601.85
100737,1795205.03
100738,2195094.68
100739,2764838.97
100740,5641437.64
100741,6543386.5
100742,6611243.13
100743,8221181.39
100744,6056978.36
100745,2663907.48
100746,4006910.62
100747,3917528.34
100748,4487595.49
100749,8273387.97
100750,8567970.75
100751,1628615.33
100752,6338969.87
100753,2023980.82
100754,5010203.74
100755,7890170.87
100756,5908409.32
100757,3960687.36
100758,7921566.79
100759,2293658.74
100760,2153748.54
100761,1923901.94
100762,4496214.41
100763,3082686.01
100764,3031497.42
100765,8313440.48
100766,2348697.07
100767,1487584.59
100768,5874266.03
100769,4670547.6
100770,3345503.67
100771,8757919.85
100772,3858598.77
100773,3900647.39
100774,3838556.83
100775,4691882.79
100776,6348673.06
100777,3143852.54
100778,5479414.79
100779,10682884.82
100780,2661695.83
100781,18584795.13
100782,6644415.17
100783,2529507.91
100784,4247349.26
100785,10798274.3
100786,5808927.1
100787,1297168.21
100788,1490767.05
100789,3382940.95
100790,4815363.1
100791,6112261.75
100792,4844586.97
100793,1230961.55
100794,13122437.5
100795,2569561.31
100796,5240172.01
100797,4754792.6
100798,1674328.0
100799,3465591.68
100800,1544004.65
100801,3488684.55
100802,3743804.86
100803,2691272.77
100804,5435908.28
100805,3189074.05
100806,6039316.29
100807,1573429.52
100808,3157322.58
100809,7543113.32
100810,6067363.08
100811,2458589.03
100812,6386166.92
100813,5187879.94
100814,7274657.21
100815,3096170.2
100816,2565754.63
100817,13028225.38
100818,4206393.87
100819,1672767.98
100820,5251469.74
100821,7796952.57
100822,21129702.83
100823,6690119.95
100824,8884265.68
100825,1805557.92
100826,6466950.32
100827,5690794.92
100828,3888707.71
100829,12333697.82
100830,1801212.27
100831,2137341.88
100832,3420064.7
100833,1997202.52
100834,6225772.92
100835,3105133.13
100836,3368586.7
100837,2680560.39
100838,8350193.11
100839,7586397.99
100840,5692398.76
100841,5973415.02
100842,2496198.23
100843,5750362.43
100844,7246235.86
100845,1610511.66
100846,2586934.32
100847,7675494.49
100848,5088004.58
100849,4849253.16
100850,3812186.5
100851,10725528.02
100852,4437866.24
100853,5081402.42
100854,2237142.79
100855,4314180.56
100856,3756133.32
100857,6540439.43
100858,6075136.24
100859,3795291.84
100860,1737918.62
100861,1405852.42
100862,7744137.72
100863,3049845.92
100864,5581092.33
100865,5800897.7
100866,2088388.91
100867,3150865.93
100868,1694712.23
100869,1759375.34
100870,6157383.5
100871,2408173.04
100872,3462497.71
100873,5015747.93
100874,2979073.67
100875,3830358.62
100876,6445742.84
100877,4142721.66
100878,1964377.1
100879,5847045.4
100880,2742015.02
100881,3646752.48
100882,6130501.42
100883,2302823.0
100884,3127689.25
100885,1654138.85
100886,6363433.97
100887,2347880.23
100888,2410261.15
100889,6190103.74
100890,5260275.3
100891,5481091.16
100892,2876034.59
100893,3770528.51
100894,2881308.43
100895,1464500.94
100896,4134715.91
100897,3196156.68
100898,10874879.89
100899,17624857.98
100900,9412219.92
100901,2364054.56
100902,6386820.06
100903,6484626.73
100904,3910879.41
100905,6050277.88
100906,3545549.33
100907,4059341.52
100908,1984666.02
100909,4689160.98
100910,4045437.91
100911,2163523.86
100912,5967673.66
100913,21594842.0
100914,3423531.02
100915,8037230.44
100916,3787001.83
100917,3775711.53
100918,4312106.26
100919,1891440.51
100920,3790998.18
100921,3024791.48
100922,4435597.59
100923,2284432.28
100924,2631561.54
100925,6026805.09
100926,2708063.33
100927,3343612.9
100928,3611155.0
100929,2545829.24
100930,6980350.13
100931,5164068.75
100932,2647292.95
100933,7007685.6
100934,8093735.66
100935,2647738.2
100936,3317200.88
100937,4857627.18
100938,14051226.34
100939,3805957.64
100940,4909005.24
100941,2959348.09
100942,1683514.61
100943,2064421.76
100944,5454206.76
100945,4286917.46
100946,2587844.34
100947,3884873.53
100948,4633253.27
100949,3154574.46
100950,14925741.04
100951,2627358.47
100952,3727515.04
100953,2711296.39
100954,6263461.44
100955,6297960.06
100956,5211264.83
100957,2706081.95
100958,7885209.46
100959,2906641.93
100960,5531456.8
100961,8115191.53
100962,9731022.96
100963,5645121.7
100964,2147235.63
100965,8121085.81
100966,3005397.32
100967,5115970.91
100968,1419081.29
100969,6253717.11
100970,12111593.95
100971,2654384.79
100972,2236027.64
100973,10968445.13
100974,4214741.41
100975,2679921.09
100976,2058826.92
100977,6240339.02
100978,2492910.63
100979,5968749.5
100980,5145821.07
100981,2756868.27
100982,7329865.46
100983,2040367.09
100984,4809169.42
100985,2770802.47
100986,6781192.74
100987,2129039.69
100988,4279018.89
100989,4469705.26
100990,4515198.45
100991,5345401.3
100992,4235874.54
100993,1459930.14
100994,7626667.78
100995,3054035.62
100996,2644912.1
100997,2059629.48
100998,3756643.14
100999,5372063.62
101000,5638855.52
101001,9132919.94
101002,16284147.25
101003,3249599.43
101004,15434856.84
101005,7089099.34
101006,10993198.07
101007,8071486.39
101008,4945787.55
101009,3819641.07
101010,2670936.53
101011,6853189.27
101012,8684648.13
101013,1525438.77
101014,4227058.48
101015,6968368.92
101016,1253569.26
101017,3678545.06
101018,6916641.21
101019,4061799.51
101020,1097013.76
101021,5401142.68
101022,10190106.65
101023,2735469.28
101024,858063.25
101025,3242467.99
101026,4390632.59
101027,5476622.53
101028,4823515.22
101029,5996937.85
101030,3170021.62
101031,3362182.4
101032,3576089.13
101033,2012102.54
101034,4248130.88
101035,5191056.87
101036,3780047.01
101037,9040914.87
101038,4559420.29
101039,4106400.71
101040,5002733.7
101041,6243790.85
101042,2831644.68
101043,2505566.36
101044,4428446.82
101045,2618058.23
101046,2826358.1
101047,2638952.79
101048,4146649.41
101049,3004503.56
101050,4399832.77
101051,6537794.14
101052,8865106.84
101053,3700450.47
101054,2541926.65
101055,4234416.93
101056,4971218.91
101057,4109139.2
101058,3161988.81
101059,10577662.56
101060,3992237.07
101061,31065893.92
101062,4078531.94
101063,6319920.52
101064,12895542.69
101065,4010777.62
101066,848867.36
101067,1761890.51
101068,5154930.59
101069,3320146.12
101070,2531714.54
101071,25233957.72
101072,9175796.49
101073,5692059.62
101074,2638800.14
101075,1951415.98
101076,3036579.59
101077,3216524.05
101078,6403844.44
101079,6037906.4
101080,3521290.35
101081,2479750.94
101082,3504572.11
101083,2587384.27
101084,3639727.33
101085,5204027.55
101086,3200718.83
101087,8745813.68
101088,2757560.37
101089,3859751.64
101090,7464035.99
101091,1020692.24
101092,3465568.96
101093,1802065.67
101094,3593759.59
101095,5273204.91
101096,6420607.36
101097,4251624.44
101098,2298922.2
101099,6141596.95
101100,6501026.04
101101,7326135.08
101102,1907523.4
101103,1731641.84
101104,4188519.66
101105,6161461.79
101106,3067918.3
101107,2407041.22
101108,2896728.25
101109,4463999.57
101110,4120331.94
101111,13369205.53
101112,6662579.38
101113,5098900.09
101114,2347969.28
101115,5285318.98
101116,9696974.68
101117,2435834.29
101118,1968711.01
101119,8539139.44
101120,7784589.01
101121,4229412.74
101122,2369773.0
101123,1390205.23
101124,2884753.44
101125,1262294.97
101126,3000631.99
101127,12379189.71
101128,9649201.39
101129,5753746.9
101130,8119328.32
101131,5676597.52
101132,2887710.04
101133,1439204.38
101134,1616563.7
101135,1356787.97
101136,4580239.44
101137,4614076.41
101138,5039839.98
101139,3432557.36
101140,2689227.8
101141,17481154.63
101142,3276399.99
101143,5202641.51
101144,2278888.98
101145,3309485.14
101146,6328980.34
101147,2756667.79
101148,3802552.95
101149,2273515.88
101150,3549564.86
101151,1685022.66
101152,2330413.03
101153,12469476.33
101154,5556023.68
101155,4010821.12
101156,2750894.08
101157,4377854.36
101158,9746575.69
101159,4590736.9
101160,1601198.91
101161,4515872.76
101162,7671737.34
101163,5460749.76
101164,16712747.7
101165,4012132.18
101166,2394227.43
101167,2168873.57
101168,1555949.92
101169,7333294.47
101170,1995222.33
101171,8715129.42
101172,2207057.8
101173,2802208.67
101174,8221809.81
101175,2058725.68
101176,3570430.86
101177,3769739.8
101178,6943928.51
101179,6187033.78
101180,3076421.94
101181,9130554.73
101182,4406255.49
101183,4128630.75
101184,2348359.42
101185,3657190.53
101186,6711431.05
101187,5234425.85
101188,10677629.22
101189,7068500.9
101190,10939043.33
101191,1594171.13
101192,2461291.58
101193,2913374.19
101194,2779520.48
101195,3682614.83
101196,3171347.22
101197,946000.7
101198,1358471.21
101199,2943803.5
101200,2849696.72
101201,4967551.54
101202,3548653.16
101203,1822234.05
101204,2818913.93
101205,8347679.93
101206,1179946.87
101207,3146795.9
101208,1509983.98
101209,5916872.71
101210,3476223.04
101211,3246036.04
101212,5900572.06
101213,5037789.37
101214,1928645.32
101215,1333731.73
101216,3212355.31
101217,3925570.98
101218,5718844.27
101219,1659005.82
101220,2795211.01
101221,4706109.84
101222,5158998.91
101223,3841852.62
101224,5023153.11
101225,4451065.97
101226,8857354.86
101227,3006801.49
101228,4069795.38
101229,3993923.35
101230,6598779.09
101231,5834313.48
101232,7819808.36
101233,2864597.7
101234,1245229.11
101235,2595224.21
101236,3291241.96
101237,7211418.67
101238,3655707.12
101239,3021497.62
101240,3446352.4
101241,1229072.05
101242,2985974.93
101243,3804146.07
101244,2274403.99
101245,1854233.1
101246,5150087.08
101247,2387606.91
101248,5566641.82
101249,6531157.83
101250,7252930.32
101251,12344380.49
101252,3256421.14
101253,1964117.33
101254,2930212.49
101255,7462679.93
101256,3669831.13
101257,2700559.83
101258,18369187.99
101259,4129391.18
101260,4022926.41
101261,2533439.68
101262,5957771.13
101263,1782070.87
101264,3165040.6
101265,7141065.88
101266,2202238.49
101267,3333092.55
101268,5151878.63
101269,3006208.4
101270,4305396.68
101271,8406836.74
101272,4696354.07
101273,3791162.98
101274,8809461.88
101275,4238981.69
101276,4328436.48
101277,2669655.61
101278,3352748.7
101279,4777841.97
101280,6440874.94
101281,6128037.55
101282,4397809.77
101283,7199170.6
101284,1896006.7
101285,8858524.36
101286,3503895.23
101287,1316418.4
101288,3172437.26
101289,5296384.28
101290,5272993.53
101291,6013222.27
101292,4768717.63
101293,2080785.12
101294,3672213.12
101295,12684562.87
101296,1534941.08
101297,2791319.14
101298,3646805.69
101299,13269318.68
101300,3543129.48
101301,2246574.61
101302,4130893.08
101303,4608838.25
101304,1359338.45
101305,5736829.22
101306,2676040.42
101307,5663817.07
101308,4420061.78
101309,4569998.43
101310,6497520.77
101311,2039674.6
101312,5361540.2
101313,4839615.7
101314,1039486.38
101315,6279941.19
101316,4445701.07
101317,767623.6
101318,2020010.65
101319,2727228.05
101320,7239834.07
101321,5662353.19
101322,8100630.02
101323,3757642.85
101324,2643944.55
101325,4883874.74
101326,2192496.57
101327,2508365.17
101328,2174990.3
101329,3590847.19
101330,2931438.67
101331,4693291.09
101332,19249692.33
101333,1889185.8
101334,9923125.5
101335,4043379.53
101336,4588405.8
101337,3658603.41
101338,1469594.08
101339,4913507.59
101340,7263921.33
101341,4175014.42
101342,6418671.32
101343,4588893.35
101344,2021322.21
101345,3898770.01
101346,5756329.43
101347,4597399.92
101348,4982535.82
101349,1896816.88
101350,10351663.39
101351,2641504.17
101352,8390800.69
101353,5536538.72
101354,1434590.7
101355,1466709.51
101356,1613890.61
101357,2350684.17
101358,5350455.09
101359,3417214.7
101360,9784243.14
101361,4606050.14
101362,2064931.76
101363,5884138.96
101364,3868919.4
101365,3696896.32
101366,2916663.46
101367,4024536.81
101368,6450094.23
101369,4240464.57
101370,3997206.01
101371,3861552.68
101372,2178194.89
101373,2595587.46
101374,1680272.48
101375,3129046.29
101376,2255352.99
101377,7649692.02
101378,2594190.88
101379,5441880.64
101380,1902687.39
101381,2544406.52
101382,2079097.18
101383,1929809.92
101384,2165536.26
101385,1170411.9
101386,5246199.09
101387,1256352.79
101388,2105302.39
101389,5355304.01
101390,6775602.76
101391,6770383.36
101392,2793721.81
101393,2072891.51
101394,15585980.34
101395,4398755.6
101396,2275398.59
101397,4378318.24
101398,10499523.97
101399,4950479.3
101400,6591169.15
101401,9652510.89
101402,3747115.35
101403,4344040.22
101404,4556730.19
101405,3299157.97
101406,3281994.2
101407,5712271.48
101408,7314284.88
101409,1765600.94
101410,2502088.24
101411,3538324.32
101412,4114600.94
101413,4963114.37
101414,1872288.81
101415,3006087.11
101416,4954405.11
101417,5824091.48
101418,3112349.38
101419,2094398.81
101420,2362294.13
101421,9887956.02
101422,3901747.22
101423,8201589.41
101424,1832911.37
101425,3300667.17
101426,5437566.77
101427,9971042.89
101428,4731246.88
101429,9033493.79
101430,2278758.49
101431,1416546.02
101432,4294187.28
101433,2797415.91
101434,4497221.3
101435,5006020.98
101436,3710220.98
101437,3706812.38
101438,9202214.04
101439,3569138.44
101440,9386913.71
101441,3040121.19
101442,6347512.08
101443,1698798.18
101444,3375693.78
101445,4428377.53
101446,7768479.5
101447,3941501.19
101448,9945773.43
101449,1485244.33
101450,5153251.45
101451,6874700.87
101452,6068029.21
101453,4588044.81
101454,1703319.35
101455,2508823.17
101456,3063855.57
101457,4585698.33
101458,2705571.28
101459,7065419.54
101460,5727039.85
101461,2292383.43
101462,3066311.3
101463,4439650.22
101464,1474324.33
101465,12763612.94
101466,1016137.76
101467,9849012.74
101468,6010102.93
101469,4203752.23
101470,2910236.54
101471,5525445.38
101472,4890771.85
101473,3389166.5
101474,3561653.99
101475,26462950.64
101476,1499229.08
101477,7692177.19
101478,2407068.32
101479,3324237.23
101480,1555323.24
101481,4217677.78
101482,1385410.56
101483,1984740.19
101484,2862948.48
101485,3814064.39
101486,2211664.59
101487,3702423.43
101488,3361715.76
101489,3990011.81
101490,2233915.58
101491,4899864.68
101492,4509570.13
101493,3641551.93
101494,5480471.41
101495,6420311.78
101496,4438766.68
101497,6589963.14
101498,4824655.28
101499,8917520.89
101500,3434648.54
101501,16546913.9
101502,991772.14
101503,8199352.8
101504,1810489.11
101505,5799598.46
101506,6374740.25
101507,10632594.12
101508,1643926.8
101509,3834827.31
101510,18026712.51
101511,4140014.81
101512,5848233.22
101513,3129532.3
101514,2723877.43
101515,4248791.11
101516,5048166.64
101517,2973623.85
101518,2270281.31
101519,947750.96
101520,2441578.74
101521,5036679.46
101522,3078941.62
101523,3832734.67
101524,1558505.49
101525,4200199.65
101526,4078116.04
101527,5494306.95
101528,2609603.22
101529,1688533.02
101530,8592303.6
101531,7543589.32
101532,2076192.27
101533,3129367.09
101534,1915345.74
101535,6348743.25
101536,1890506.29
101537,5048957.91
101538,5262667.91
101539,5039923.47
101540,2872871.48
101541,3921171.02
101542,1653164.81
101543,2904756.06
101544,1891492.0
101545,6656334.25
101546,10655051.98
101547,1883145.55
101548,4456887.83
101549,4952841.41
101550,4833142.1
101551,10134422.65
101552,3274779.07
101553,2449982.84
101554,7243023.06
101555,2625029.2
